,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,music_genre
290,54.0,0.133,0.384,208798.0,0.963,0.0118,0.259,-5.843,0.1969999999999999,192.393,0.449,Electronic
291,35.0,0.0282,0.723,338241.0,0.63,0.745,0.126,-9.344,0.0377,99.989,0.039,Electronic
292,30.0,0.405,0.746,393573.0,0.431,0.657,0.0482,-8.425,0.0423,128.033,0.395,Electronic
293,39.0,0.0444,0.466,233707.0,0.996,0.00129,0.648,-4.259,0.413,172.016,0.254,Electronic
294,31.0,0.835,0.312,586518.0,0.523,0.000123,0.127,-8.226,0.0499,119.846,0.0511,Electronic
295,38.0,0.021,0.685,297627.0,0.979,0.76,0.0692,-4.768,0.0544,109.955,0.322,Electronic
296,52.0,0.594,0.722,188592.0,0.375,0.2339999999999999,0.128,-8.276,0.0366,89.98200000000001,0.1009999999999999,Electronic
298,46.0,0.0136,0.7190000000000001,252267.0,0.93,0.0701,0.302,-5.08,0.0672,126.013,0.8059999999999999,Electronic
299,40.0,0.0368,0.226,265200.0,0.4029999999999999,0.205,0.201,-16.024,0.0445,163.959,0.294,Electronic
300,32.0,0.956,0.39,304000.0,0.426,0.894,0.103,-15.723,0.045,180.196,0.314,Electronic
301,45.0,4.48e-05,0.487,341107.0,0.723,0.3829999999999999,0.8190000000000001,-11.148,0.143,138.007,0.391,Electronic
302,46.0,0.00139,0.449,297560.0,0.967,0.000455,0.222,-4.253,0.106,104.478,0.176,Electronic
303,51.0,0.723,0.865,307547.0,0.4429999999999999,0.144,0.0877,-14.168,0.16,96.023,0.6890000000000001,Electronic
305,33.0,0.103,0.581,151475.0,0.915,1.0800000000000002e-05,0.0923,-4.828,0.0712,122.089,0.306,Electronic
306,30.0,0.0302,0.603,225067.0,0.593,0.2289999999999999,0.0954,-8.082,0.0385,191.978,0.825,Electronic
308,50.0,0.0033399999999999,0.6809999999999999,315585.0,0.915,0.0817,0.354,-5.974,0.042,118.027,0.607,Electronic
309,50.0,0.718,0.647,263689.0,0.397,0.0648,0.0974,-13.234000000000002,0.0816,179.868,0.179,Electronic
310,33.0,0.0626,0.794,300125.0,0.626,0.00282,0.1169999999999999,-8.304,0.0718,90.0,0.609,Electronic
312,37.0,0.0611,0.675,285947.0,0.611,0.119,0.0706,-5.31,0.0378,183.947,0.519,Electronic
314,37.0,0.3329999999999999,0.7929999999999999,509107.0,0.479,0.907,0.0279,-10.759,0.0822,95.99,0.645,Electronic
316,43.0,0.000396,0.752,192187.0,0.878,0.0346,0.0726,-4.02,0.129,111.979,0.156,Electronic
317,33.0,0.261,0.8109999999999999,172143.0,0.759,4.96e-05,0.191,-2.86,0.226,125.919,0.2,Electronic
318,53.0,0.0125,0.465,230246.0,0.816,3.63e-05,0.0891,-3.399,0.0926,192.041,0.3429999999999999,Electronic
319,35.0,0.56,0.509,317600.0,0.431,0.912,0.122,-13.785,0.0469,178.16099999999997,0.178,Electronic
320,40.0,0.0563,0.754,219150.0,0.5539999999999999,0.373,0.466,-11.023,0.0445,89.5,0.374,Electronic
321,36.0,0.131,0.753,183507.0,0.8,0.0026899999999999,0.451,-6.473,0.371,84.015,0.606,Electronic
322,40.0,0.331,0.7909999999999999,261587.0,0.83,0.0359,0.114,-7.446000000000001,0.0909,124.011,0.63,Electronic
324,37.0,0.118,0.3279999999999999,299970.0,0.6990000000000001,2.03e-06,0.113,-6.613,0.042,96.749,0.38,Electronic
325,37.0,0.184,0.816,187320.0,0.364,0.809,0.105,-14.152,0.0289,99.064,0.362,Electronic
326,39.0,4.06e-05,0.515,249467.0,0.708,0.434,0.1,-9.693,0.0323,97.772,0.486,Electronic
327,38.0,0.0598,0.4379999999999999,316600.0,0.913,8e-06,0.107,-4.458,0.0858,96.959,0.3289999999999999,Electronic
328,52.0,0.00389,0.526,389200.0,0.7759999999999999,0.841,0.0865,-8.873,0.0597,132.996,0.0504,Electronic
329,29.0,0.0003129999999999,0.389,245787.0,0.823,0.2789999999999999,0.733,-10.083,0.0399,139.126,0.366,Electronic
330,36.0,0.036,0.631,166758.0,0.94,0.0314,0.344,-2.582,0.0837,150.033,0.359,Electronic
331,23.0,0.789,0.44,633347.0,0.644,0.862,0.0985,-9.994,0.0479,104.923,0.281,Electronic
332,32.0,0.129,0.391,403493.0,0.647,0.923,0.358,-10.586,0.0389,139.842,0.241,Electronic
333,37.0,0.0017699999999999,0.7070000000000001,297055.0,0.825,0.555,0.309,-6.847,0.0391,121.072,0.614,Electronic
334,54.0,0.00143,0.492,214400.0,0.925,0.0574,0.362,-4.263999999999999,0.285,150.153,0.4629999999999999,Electronic
336,58.0,0.0941,0.728,291600.0,0.612,0.188,0.3989999999999999,-10.106,0.0499,130.016,0.437,Electronic
337,44.0,0.268,0.503,244400.0,0.952,0.272,0.875,-9.308,0.5720000000000001,126.345,0.174,Electronic
339,40.0,0.000117,0.575,188800.0,0.952,0.161,0.0705,-2.919,0.0525,150.014,0.106,Electronic
340,23.0,0.778,0.4589999999999999,178837.0,0.426,0.8140000000000001,0.627,-18.213,0.0463,108.985,0.0393,Electronic
341,30.0,1.96e-05,0.523,273107.0,0.989,0.644,0.109,-2.289,0.125,174.03900000000002,0.207,Electronic
342,51.0,0.0459,0.664,208425.0,0.85,9.75e-05,0.215,-3.504,0.243,148.024,0.2739999999999999,Electronic
343,43.0,0.0104,0.634,155625.0,0.97,0.0667,0.1989999999999999,-3.534,0.0841,127.936,0.178,Electronic
344,43.0,0.0973,0.7829999999999999,386267.0,0.411,0.6970000000000001,0.0599,-19.591,0.087,100.897,0.85,Electronic
345,22.0,0.0542,0.525,266400.0,0.721,0.000461,0.732,-9.751,0.0653,179.989,0.513,Electronic
347,35.0,0.00419,0.524,207529.0,0.789,0.0033299999999999,0.198,-4.452,0.158,169.995,0.153,Electronic
348,31.0,0.268,0.477,166987.0,0.998,0.635,0.5529999999999999,-2.419,0.272,127.427,0.0848,Electronic
350,38.0,0.765,0.4579999999999999,340853.0,0.4639999999999999,0.835,0.142,-7.917999999999999,0.0311,143.925,0.135,Electronic
351,43.0,0.107,0.503,292308.0,0.532,0.000108,0.247,-5.43,0.0438,155.87,0.369,Electronic
352,28.0,0.0306,0.909,218707.0,0.537,0.926,0.103,-6.882000000000001,0.156,90.00299999999999,0.5720000000000001,Electronic
353,41.0,0.0046,0.552,199390.0,0.8859999999999999,4.99e-06,0.542,-2.975,0.0958,112.077,0.115,Electronic
354,27.0,0.00694,0.465,198457.0,0.909,0.0979,0.1159999999999999,-4.94,0.0377,75.028,0.623,Electronic
355,40.0,0.77,0.867,233036.0,0.631,0.6579999999999999,0.0655,-7.763999999999999,0.0919,134.01,0.7809999999999999,Electronic
356,42.0,0.5579999999999999,0.835,233447.0,0.58,0.000752,0.115,-8.892000000000001,0.1889999999999999,100.007,0.841,Electronic
357,25.0,0.00328,0.635,249767.0,0.889,0.38,0.108,-4.267,0.0431,129.005,0.0539,Electronic
359,36.0,0.36,0.73,228091.0,0.908,0.304,0.143,-4.801,0.0797,139.92700000000002,0.628,Electronic
360,45.0,0.0464,0.7759999999999999,161905.0,0.64,0.00191,0.46,-10.494000000000002,0.32,126.08,0.136,Electronic
361,49.0,0.00195,0.778,361070.0,0.933,0.807,0.602,-5.718999999999999,0.214,124.993,0.535,Electronic
362,29.0,0.253,0.816,162093.0,0.5579999999999999,0.0366,0.287,-16.834,0.349,79.89699999999999,0.247,Electronic
364,41.0,0.0631,0.883,255201.0,0.64,0.45,0.0988,-10.305,0.353,80.001,0.6629999999999999,Electronic
365,51.0,0.177,0.8029999999999999,203215.0,0.552,0.000187,0.0865,-5.962000000000001,0.1989999999999999,125.01,0.208,Electronic
366,33.0,0.0421,0.3289999999999999,223652.0,0.662,0.0,0.0321,-7.645,0.119,159.21200000000002,0.258,Electronic
367,37.0,0.985,0.217,190040.0,0.138,0.0374,0.1119999999999999,-17.724,0.0489,169.75,0.0762,Electronic
368,40.0,0.168,0.493,372618.0,0.804,0.924,0.0608,-8.645,0.0299,93.988,0.0358,Electronic
369,34.0,0.0139999999999999,0.7170000000000001,195484.0,0.5820000000000001,0.000609,0.148,-8.121,0.0788,93.988,0.585,Electronic
371,45.0,0.000325,0.63,234240.0,0.918,0.626,0.103,-5.052,0.0412,126.322,0.485,Electronic
372,31.0,0.031,0.718,95077.0,0.77,0.0,0.402,-6.018,0.0336,92.974,0.233,Electronic
373,46.0,0.716,0.589,366970.0,0.5870000000000001,0.845,0.1,-14.527,0.308,149.024,0.568,Electronic
374,59.0,0.208,0.593,220800.0,0.569,0.00442,0.221,-7.071000000000001,0.1639999999999999,149.908,0.3,Electronic
375,47.0,0.357,0.44,312814.0,0.526,0.00577,0.091,-10.324000000000002,0.0322,128.017,0.115,Electronic
376,25.0,0.48,0.89,200960.0,0.856,0.216,0.433,-6.707999999999999,0.136,122.653,0.919,Electronic
377,36.0,0.0796,0.61,374445.0,0.606,0.3379999999999999,0.108,-8.085,0.0565,84.475,0.643,Electronic
378,31.0,0.225,0.6459999999999999,269627.0,0.879,0.899,0.345,-8.556000000000001,0.0557,88.01299999999999,0.107,Electronic
380,35.0,0.843,0.552,288600.0,0.256,0.918,0.106,-17.753,0.0306,95.028,0.0399,Electronic
382,56.0,0.00172,0.532,236800.0,0.949,0.928,0.308,-3.903,0.0544,149.996,0.604,Electronic
383,38.0,0.0009429999999999,0.75,241127.0,0.635,0.363,0.54,-6.277,0.0503,135.032,0.617,Electronic
384,50.0,0.00547,0.412,382765.0,0.903,8.609999999999999e-05,0.384,-5.955,0.0749,121.08,0.106,Electronic
385,39.0,0.0209,0.452,291507.0,0.956,0.721,0.163,-5.5360000000000005,0.039,105.983,0.296,Electronic
387,38.0,0.109,0.672,109606.0,0.774,0.0,0.14,-7.102,0.221,127.03,0.53,Electronic
389,35.0,0.00744,0.7170000000000001,207224.0,0.882,0.384,0.213,-6.572,0.365,170.1,0.524,Electronic
390,48.0,0.344,0.5720000000000001,299573.0,0.3229999999999999,0.00742,0.162,-12.335,0.223,118.106,0.104,Electronic
391,23.0,0.504,0.267,240763.0,0.46,0.511,0.314,-10.06,0.0344,119.964,0.0811,Electronic
392,48.0,0.00464,0.602,284947.0,0.695,0.43,0.0888,-6.926,0.0281,103.002,0.733,Electronic
393,55.0,0.342,0.51,293752.0,0.505,0.96,0.1169999999999999,-13.053,0.0344,114.532,0.318,Electronic
394,32.0,0.011,0.544,288560.0,0.828,0.916,0.357,-11.09,0.0368,174.015,0.613,Electronic
395,69.0,0.00971,0.693,259387.0,0.875,0.0,0.0601,-8.354,0.0315,120.048,0.901,Electronic
396,72.0,0.000479,0.467,180880.0,0.958,0.1989999999999999,0.299,-4.808,0.0775,145.92,0.701,Electronic
397,38.0,0.0701,0.715,459611.0,0.588,0.092,0.0956,-10.387,0.0403,105.019,0.179,Electronic
400,49.0,0.0307,0.802,400000.0,0.7020000000000001,0.8909999999999999,0.0936,-8.503,0.0804,108.006,0.186,Electronic
401,29.0,0.136,0.8029999999999999,159375.0,0.732,0.0151,0.735,-3.379,0.348,128.009,0.187,Electronic
402,38.0,0.931,0.507,467373.0,0.416,0.165,0.11,-12.838,0.0341,106.179,0.0985,Electronic
404,29.0,0.102,0.679,188267.0,0.913,0.0031899999999999,0.3389999999999999,-6.0360000000000005,0.1009999999999999,170.054,0.7290000000000001,Electronic
405,36.0,0.0216,0.5660000000000001,236133.0,0.809,0.906,0.283,-5.396,0.0599,124.954,0.271,Electronic
406,26.0,0.00209,0.792,431788.0,0.497,0.0272,0.223,-7.465,0.0818,69.98899999999999,0.254,Electronic
407,33.0,0.000625,0.696,217983.0,0.905,0.0563,0.0882,-5.932,0.092,128.071,0.341,Electronic
408,42.0,0.0125,0.81,450500.0,0.71,0.8909999999999999,0.0565,-11.372,0.0576,120.006,0.8809999999999999,Electronic
409,35.0,0.000135,0.522,367720.0,0.8109999999999999,0.862,0.129,-6.24,0.0424,124.977,0.295,Electronic
410,38.0,0.0362,0.185,303824.0,0.718,2.23e-06,0.166,-5.791,0.0468,113.136,0.0488,Electronic
411,36.0,0.251,0.727,192500.0,0.66,0.000661,0.108,-12.566,0.0397,115.993,0.527,Electronic
413,25.0,0.00674,0.652,276167.0,0.8059999999999999,0.7859999999999999,0.0656,-6.394,0.0467,139.931,0.231,Electronic
415,26.0,0.0128,0.669,362667.0,0.871,0.7340000000000001,0.0954,-4.642,0.0362,136.903,0.515,Electronic
416,23.0,0.000122,0.708,160036.0,0.955,0.596,0.141,-4.018,0.0358,134.985,0.492,Electronic
417,46.0,0.465,0.797,219533.0,0.8109999999999999,9.3e-06,0.278,-6.303,0.0892,102.5,0.72,Electronic
420,42.0,0.8009999999999999,0.499,53120.0,0.13,0.196,0.241,-23.436,0.0408,107.791,0.536,Electronic
422,28.0,0.0164,0.547,221519.0,0.8390000000000001,0.0276,0.0905,-4.421,0.0825,139.781,0.0433,Electronic
423,30.0,0.123,0.56,180856.0,0.422,0.0,0.361,-11.285,0.0534,170.075,0.147,Electronic
424,31.0,0.0753,0.6459999999999999,254419.0,0.6890000000000001,0.703,0.0852,-5.561,0.211,82.91,0.42,Electronic
427,32.0,0.466,0.7190000000000001,294783.0,0.353,0.2019999999999999,0.1119999999999999,-11.814,0.0384,127.974,0.0895,Electronic
428,56.0,0.0581,0.8590000000000001,218389.0,0.6729999999999999,0.00989,0.556,-6.212000000000001,0.253,125.033,0.23,Electronic
429,32.0,0.7829999999999999,0.358,207573.0,0.5489999999999999,0.0286,0.0928,-8.012,0.0766,148.118,0.0854,Electronic
430,33.0,0.0156,0.795,226480.0,0.623,5.23e-05,0.0586,-7.119,0.0752,105.547,0.752,Electronic
432,35.0,0.302,0.7340000000000001,253714.0,0.901,0.0,0.185,-3.762,0.1369999999999999,139.951,0.931,Electronic
433,47.0,0.00465,0.486,199187.0,0.7390000000000001,0.0,0.0428,-2.714,0.0255,93.984,0.2739999999999999,Electronic
434,31.0,0.479,0.708,190362.0,0.87,0.0518,0.111,-2.98,0.118,145.007,0.58,Electronic
435,39.0,0.000722,0.67,480657.0,0.762,0.882,0.147,-11.474,0.0389,118.995,0.0391,Electronic
437,40.0,0.0477,0.609,185254.0,0.8759999999999999,0.0522,0.377,-3.569,0.0745,128.001,0.222,Electronic
438,42.0,1.6800000000000002e-05,0.263,210933.0,0.7190000000000001,0.3829999999999999,0.113,-7.239,0.0422,66.667,0.141,Electronic
439,43.0,0.00226,0.477,279773.0,0.833,0.848,0.171,-8.271,0.0315,169.968,0.555,Electronic
440,22.0,0.000252,0.542,376400.0,0.5660000000000001,0.914,0.106,-10.390999999999998,0.0315,94.996,0.136,Electronic
441,36.0,0.0377,0.515,193600.0,0.938,0.77,0.196,-3.823,0.0481,150.059,0.357,Electronic
442,23.0,0.0457,0.612,490133.0,0.436,0.8590000000000001,0.674,-11.014,0.0252,96.91,0.0365,Electronic
443,36.0,0.0502,0.56,308387.0,0.626,0.00256,0.0884,-7.074,0.352,186.098,0.386,Electronic
444,67.0,0.192,0.67,162538.0,0.672,5.13e-05,0.0926,-3.469,0.0923,165.075,0.643,Electronic
445,22.0,0.00305,0.797,249067.0,0.812,0.0496,0.1,-8.396,0.0531,130.08,0.652,Electronic
447,21.0,0.000204,0.5710000000000001,256960.0,0.877,0.537,0.0663,-4.913,0.0471,182.017,0.653,Electronic
449,48.0,0.0678,0.607,364770.0,0.8440000000000001,0.8909999999999999,0.133,-10.726,0.0605,160.03,0.26,Electronic
450,30.0,0.00105,0.7390000000000001,205161.0,0.919,0.0632,0.0303,-4.423,0.0604,124.022,0.495,Electronic
451,31.0,0.000843,0.523,204343.0,0.941,0.0001699999999999,0.3339999999999999,-2.668,0.416,174.953,0.375,Electronic
453,25.0,0.0044,0.703,402200.0,0.892,0.272,0.267,-8.415,0.064,118.659,0.8690000000000001,Electronic
454,37.0,0.00245,0.493,263164.0,0.961,0.166,0.129,-4.689,0.161,159.993,0.324,Electronic
455,47.0,0.314,0.616,390987.0,0.525,0.615,0.1119999999999999,-9.827,0.0686,106.749,0.0904,Electronic
457,39.0,0.00123,0.345,484827.0,0.8690000000000001,0.742,0.108,-13.042,0.345,153.795,0.0872,Electronic
458,34.0,0.5429999999999999,0.5870000000000001,285173.0,0.5329999999999999,0.000259,0.0519,-9.947,0.0314,149.309,0.76,Electronic
459,34.0,0.305,0.8009999999999999,475098.0,0.509,0.765,0.1169999999999999,-11.12,0.0701,88.99799999999999,0.4039999999999999,Electronic
460,32.0,0.00191,0.289,498667.0,0.8540000000000001,0.7290000000000001,0.52,-4.618,0.157,167.308,0.604,Electronic
462,49.0,0.0794,0.7140000000000001,181888.0,0.908,0.0,0.131,-1.471,0.055,149.852,0.593,Electronic
463,23.0,0.0108,0.685,196286.0,0.375,0.0195,0.102,-10.626,0.0287,140.116,0.151,Electronic
464,34.0,0.0556,0.731,274373.0,0.851,0.304,0.102,-6.964,0.0351,101.993,0.6940000000000001,Electronic
465,45.0,0.24,0.7,331093.0,0.387,0.8909999999999999,0.2189999999999999,-12.855,0.0566,120.008,0.165,Electronic
466,64.0,0.102,0.679,191160.0,0.985,0.0107,0.33,-3.357,0.0617,124.953,0.462,Electronic
469,27.0,0.18,0.537,161727.0,0.71,1.26e-06,0.125,-6.428999999999999,0.512,140.17,0.347,Electronic
470,42.0,0.00168,0.6659999999999999,248727.0,0.93,0.000397,0.341,-3.826,0.0406,110.018,0.13,Electronic
471,42.0,0.00875,0.856,471256.0,0.36,0.687,0.104,-10.618,0.0497,116.011,0.5870000000000001,Electronic
472,35.0,0.107,0.69,238500.0,0.977,0.0006219999999999,0.141,-3.856,0.0747,130.994,0.294,Electronic
473,48.0,0.0161,0.7759999999999999,340787.0,0.362,0.05,0.119,-6.792999999999999,0.065,118.965,0.3389999999999999,Electronic
474,31.0,0.046,0.7040000000000001,195041.0,0.962,1.4800000000000002e-05,0.345,-2.42,0.3329999999999999,183.93,0.432,Electronic
476,32.0,0.0448,0.726,421667.0,0.6729999999999999,0.883,0.118,-9.53,0.034,144.018,0.4679999999999999,Electronic
477,24.0,0.0059299999999999,0.83,130265.0,0.932,0.429,0.1889999999999999,-4.055,0.0826,112.412,0.163,Electronic
478,34.0,0.0548,0.794,239520.0,0.6659999999999999,0.509,0.208,-9.137,0.0503,114.01,0.265,Electronic
479,62.0,0.1369999999999999,0.72,212571.0,0.633,0.00157,0.122,-5.212000000000001,0.0633,140.02700000000002,0.634,Electronic
480,39.0,0.0066099999999999,0.69,238978.0,0.951,0.178,0.103,-1.835,0.103,145.0,0.369,Electronic
484,57.0,0.0596,0.645,195692.0,0.736,0.0,0.218,-6.132000000000001,0.1,129.915,0.534,Electronic
485,37.0,0.53,0.431,354521.0,0.314,0.833,0.114,-18.958,0.0625,140.489,0.0666,Electronic
486,39.0,1.0800000000000002e-05,0.628,187733.0,0.72,0.7709999999999999,0.0332,-6.0520000000000005,0.0598,111.942,0.514,Electronic
487,29.0,0.142,0.735,373192.0,0.7040000000000001,0.242,0.113,-7.552,0.0428,124.0,0.449,Electronic
488,48.0,0.291,0.7979999999999999,401574.0,0.927,0.7440000000000001,0.271,-10.144,0.0762,121.999,0.8740000000000001,Electronic
489,28.0,0.0107,0.825,197548.0,0.8759999999999999,0.0072,0.3329999999999999,-2.94,0.244,144.96200000000002,0.76,Electronic
490,42.0,3.06e-06,0.18,192960.0,0.735,0.695,0.087,-5.747999999999999,0.0529,151.622,0.154,Electronic
491,34.0,0.178,0.469,106667.0,0.372,0.909,0.148,-12.275,0.324,121.355,0.667,Electronic
493,33.0,0.00569,0.38,186000.0,0.584,0.00235,0.346,-9.566,0.0741,190.709,0.402,Electronic
494,39.0,0.0002319999999999,0.156,373840.0,0.975,0.2769999999999999,0.133,-4.992,0.1639999999999999,175.017,0.108,Electronic
496,34.0,0.0155,0.723,202058.0,0.985,0.255,0.0938,-3.826,0.285,126.027,0.322,Electronic
498,40.0,0.000512,0.6920000000000001,236719.0,0.879,0.445,0.118,-4.697,0.0303,128.004,0.0859,Electronic
499,35.0,0.0557,0.5579999999999999,128400.0,0.732,0.0146,0.45,-6.497000000000001,0.0401,99.975,0.0467,Electronic
500,29.0,0.00659,0.518,274867.0,0.6970000000000001,0.00107,0.1119999999999999,-4.722,0.042,139.812,0.213,Electronic
501,36.0,0.192,0.752,210043.0,0.392,0.52,0.252,-12.309,0.0409,99.962,0.619,Electronic
503,51.0,0.0832,0.351,241379.0,0.941,0.00376,0.12,-6.466,0.228,128.023,0.0389,Electronic
504,31.0,0.0418,0.895,172841.0,0.812,0.000455,0.0762,-2.524,0.238,125.071,0.75,Electronic
506,76.0,0.00178,0.674,121160.0,0.789,0.0071,0.0754,-6.903,0.0676,129.804,0.918,Electronic
507,50.0,3.41e-05,0.5870000000000001,269240.0,0.805,0.386,0.17,-9.137,0.036,102.402,0.7440000000000001,Electronic
508,39.0,0.0109,0.738,150000.0,0.867,0.0825,0.213,-5.249,0.2269999999999999,160.066,0.366,Electronic
510,49.0,0.00116,0.7190000000000001,199212.0,0.8009999999999999,0.000103,0.0719,-4.612,0.0409,100.03,0.85,Electronic
511,41.0,0.0003819999999999,0.596,227200.0,0.978,0.769,0.262,-1.189,0.0943,149.976,0.406,Electronic
512,32.0,0.0282,0.285,206693.0,0.535,0.527,0.151,-7.824,0.0294,174.02700000000002,0.321,Electronic
513,57.0,0.00642,0.736,231111.0,0.691,0.0,0.107,-5.682,0.0722,81.016,0.562,Electronic
514,35.0,0.233,0.253,249400.0,0.373,0.0,0.182,-13.564,0.0804,200.145,0.301,Electronic
515,32.0,0.00104,0.667,164776.0,0.8140000000000001,0.825,0.302,-7.081,0.0499,133.985,0.924,Electronic
516,31.0,0.00642,0.713,150000.0,0.932,0.0293,0.143,-3.478,0.2,127.935,0.341,Electronic
517,32.0,0.019,0.8,265065.0,0.8029999999999999,4.5e-06,0.1989999999999999,-4.085,0.156,91.02,0.488,Electronic
518,35.0,0.0129,0.487,93103.0,0.56,0.00572,0.0884,-8.321,0.0333,145.16899999999998,0.317,Electronic
520,28.0,0.593,0.799,348571.0,0.6459999999999999,0.016,0.102,-9.123,0.0264,104.987,0.7390000000000001,Electronic
521,41.0,0.172,0.835,461399.0,0.7929999999999999,0.809,0.108,-10.084,0.0698,122.011,0.325,Electronic
523,31.0,0.00745,0.73,664573.0,0.912,0.4579999999999999,0.214,-8.146,0.053,126.971,0.7559999999999999,Electronic
524,47.0,0.57,0.805,250338.0,0.642,0.303,0.1689999999999999,-5.589,0.439,104.856,0.6579999999999999,Electronic
525,38.0,0.0758,0.628,332760.0,0.625,0.645,0.48,-9.224,0.0465,172.15400000000002,0.148,Electronic
526,37.0,0.000113,0.6509999999999999,271875.0,0.952,0.8270000000000001,0.1369999999999999,-2.26,0.0868,127.997,0.315,Electronic
527,39.0,0.00905,0.696,465680.0,0.912,0.868,0.324,-8.205,0.0752,119.995,0.474,Electronic
528,34.0,0.564,0.401,373305.0,0.47,0.931,0.1009999999999999,-13.234000000000002,0.0562,71.67399999999999,0.2269999999999999,Electronic
529,41.0,0.0997,0.282,197500.0,0.813,0.0,0.1009999999999999,-3.402,0.076,143.937,0.375,Electronic
530,41.0,0.00317,0.716,243750.0,0.899,0.0521,0.362,-5.638,0.0525,128.004,0.486,Electronic
531,30.0,0.00358,0.596,206400.0,0.456,0.662,0.341,-8.287,0.0461,149.969,0.445,Electronic
532,31.0,0.00224,0.591,152293.0,0.7070000000000001,0.539,0.406,-6.562,0.12,144.851,0.252,Electronic
533,27.0,0.00834,0.8009999999999999,143592.0,0.825,0.0099,0.27,-3.834,0.053,146.031,0.6,Electronic
534,38.0,0.057,0.489,230893.0,0.574,0.0,0.174,-6.415,0.174,127.743,0.0681,Electronic
535,43.0,0.0455,0.87,217187.0,0.872,0.763,0.0662,-2.245,0.0543,123.993,0.266,Electronic
536,47.0,0.142,0.604,171882.0,0.966,0.154,0.31,-3.0860000000000003,0.304,170.074,0.632,Electronic
537,22.0,0.00147,0.655,274286.0,0.708,0.000223,0.0954,-5.956,0.0774,69.867,0.108,Electronic
538,42.0,0.185,0.5670000000000001,307880.0,0.754,0.887,0.11,-13.227,0.0719,188.017,0.0446,Electronic
539,48.0,0.0355,0.603,322000.0,0.56,0.805,0.422,-10.380999999999998,0.0448,111.005,0.11,Electronic
541,54.0,0.396,0.586,230787.0,0.856,0.00836,0.0895,-5.2410000000000005,0.0432,110.022,0.6890000000000001,Electronic
543,40.0,0.144,0.841,209747.0,0.898,4.74e-05,0.122,-6.408,0.135,92.97,0.552,Electronic
544,42.0,0.0166,0.371,242118.0,0.667,0.0,0.364,-5.327999999999999,0.0596,170.013,0.2339999999999999,Electronic
545,36.0,0.0603,0.6920000000000001,173280.0,0.847,0.000165,0.3329999999999999,-4.87,0.288,124.9,0.37,Electronic
546,46.0,0.314,0.496,385000.0,0.939,0.0129,0.107,-3.44,0.434,149.905,0.084,Electronic
547,42.0,0.000259,0.599,222107.0,0.878,0.0258,0.0829,-7.758999999999999,0.0387,144.029,0.8140000000000001,Electronic
